"product_id","product_name","platform","scheduled_date","scheduled_time","timezone","content_type","content_pillar","caption","first_comment","original_url","affiliate_url","affiliate_sub_id","video_script_id","thumbnail_text","hashtags","cta","affiliate_disclosure","media_filename","status","notes"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","Facebook","2026-07-11","20:30","Asia/Ho_Chi_Minh","Bài so sánh","So sánh","Trước và sau khi dùng Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt): nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt. Bạn thấy khác nhiều không? Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_facebook_bai-so-sanh_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","Threads","2026-07-12","08:00","Asia/Ho_Chi_Minh","Bài hỏi đáp","Hỏi đáp","Hỏi nhanh: bạn đang gặp cảnh mỏi cổ vai gáy khi cúi nhìn laptop? Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt) có thể là một lựa chọn (nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt). Cần tư vấn cứ hỏi mình ở comment nha.","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_threads_bai-hoi-dap_v01.jpg","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","Facebook","2026-07-13","12:00","Asia/Ho_Chi_Minh","Bài tổng hợp","Tổng hợp phản hồi","Tổng hợp điểm người mua hay khen ở Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt): nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt. (Dựa trên phản hồi công khai, chưa phải trải nghiệm cá nhân.) Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_facebook_bai-tong-hop_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP4","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt)","TikTok","2026-07-14","20:00","Asia/Ho_Chi_Minh","Video CTA","CTA mua hàng","Giá đỡ laptop nhôm Macbox (gấp gọn, tản nhiệt) đang có giá tốt. Nếu bạn cần nâng laptop ngang tầm mắt, đỡ mỏi cổ, hỗ trợ tản nhiệt, xem thử nhé. Link ở bình luận đầu 👇 xem giá & phân loại","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/gOI1k6UAT — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/338344025/3566029986","https://s.shopee.vn/gOI1k6UAT","facebook / metricool","SP4-VS1","Hết mỏi cổ","#giadolaptop #wfh #setupban #congthaihoc #dovanphong #laptopstand #shopeefinds #sinhvien","Link ở bình luận đầu 👇 xem giá & phân loại","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","gia-do-laptop-macbox_tiktok_video-cta_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","Facebook","2026-07-08","20:00","Asia/Ho_Chi_Minh","Video review","Review","[Review nhanh] Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml): xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1. Góc nhìn từ thông tin gian hàng & phản hồi người mua (mình chưa trực tiếp dùng). Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","SP5-VS1","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_facebook_video-review_v01.mp4","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","TikTok","2026-07-09","12:30","Asia/Ho_Chi_Minh","Video demo","Giải quyết vấn đề","Lười xay vì máy to khó rửa? Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml) giúp xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1. Xem demo thử nhé! Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","SP5-VS2","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep #simplus #shopeefinds #gym","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_tiktok_video-demo_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","Instagram","2026-07-10","21:00","Asia/Ho_Chi_Minh","Reels","Hướng dẫn","Mẹo dùng Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml) sao cho xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1. Lưu lại dùng dần nha. Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","SP5-VS3","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep #simplus #shopeefinds #gym","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_instagram_reels_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","Facebook","2026-07-11","20:30","Asia/Ho_Chi_Minh","Bài so sánh","So sánh","Trước và sau khi dùng Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml): xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1. Bạn thấy khác nhiều không? Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_facebook_bai-so-sanh_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","Threads","2026-07-12","08:00","Asia/Ho_Chi_Minh","Bài hỏi đáp","Hỏi đáp","Hỏi nhanh: bạn đang gặp cảnh lười xay vì máy to khó rửa? Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml) có thể là một lựa chọn (xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1). Cần tư vấn cứ hỏi mình ở comment nha.","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_threads_bai-hoi-dap_v01.jpg","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","Facebook","2026-07-13","12:00","Asia/Ho_Chi_Minh","Bài tổng hợp","Tổng hợp phản hồi","Tổng hợp điểm người mua hay khen ở Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml): xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1. (Dựa trên phản hồi công khai, chưa phải trải nghiệm cá nhân.) Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_facebook_bai-tong-hop_v01.jpg","DRAFT","Link hiện gắn Sub_id=facebook/metricool"
"SP5","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml)","TikTok","2026-07-14","20:00","Asia/Ho_Chi_Minh","Video CTA","CTA mua hàng","Máy xay sinh tố cầm tay Simplus ZZJH008 (cốc 400ml) đang có giá tốt. Nếu bạn cần xay sinh tố ~30 giây, uống ngay từ cốc, có bảo hành 1 đổi 1, xem thử nhé. Xem giá & bảo hành ở bình luận đầu 👇","🛒 Link ở đây nha (giá có thể đang giảm): https://s.shopee.vn/1BKYcf4a9a — Link affiliate, mình có thể nhận hoa hồng nếu bạn mua qua link, giá bạn mua không đổi 💛","https://shopee.vn/product/497364265/28413535505","https://s.shopee.vn/1BKYcf4a9a","facebook / metricool","SP5-VS1","Sinh tố 30 giây","#mayxaysinhto #mayxaycamtay #healthy #annhanh #dobep #simplus #shopeefinds #gym","Xem giá & bảo hành ở bình luận đầu 👇","Bài có chứa link tiếp thị liên kết – mình có thể nhận hoa hồng khi bạn mua qua link, giá bạn mua không đổi.","may-xay-cam-tay-simplus_tiktok_video-cta_v01.mp4","DRAFT","Nên tạo lại link với Sub_id theo nền tảng (vd tiktok/instagram/threads) để đo riêng — xem affiliate_links_metricool.md"
